Date,WMT,COST,TGT,AMZN,BBY
4/27/2004,43.038521,28.206636,33.204048,48,28.185762
4/28/2004,42.583157,28.169561,32.965511,46.970001,27.629524
4/29/2004,42.28204,27.924862,32.354198,46.189999,27.396925
4/30/2004,41.863396,27.806223,32.331825,43.599998,27.432316
5/3/2004,41.525566,27.865549,32.853661,44.41,27.265448
5/4/2004,41.128956,27.783983,32.876034,43.950001,27.098574
5/5/2004,41.026138,27.739487,33.33078,44.259998,27.462656
5/6/2004,40.086048,26.988569,32.913319,43.139999,27.002487
5/7/2004,39.586624,26.512735,32.249828,41.900002,26.345137
5/10/2004,40.556103,27.07778,32.466022,41.259998,25.713051
5/11/2004,40.049324,26.854744,33.017677,42.700001,26.355249
5/12/2004,40.438595,27.174431,33.062416,43.02,26.28952
5/13/2004,40.578133,26.817566,32.182739,43.610001,26.163095
5/14/2004,40.438595,26.653994,32.056011,43.049999,25.890055
5/17/2004,40.174179,26.42351,31.467058,42.080002,25.237736
5/18/2004,40.548744,27.055477,32.378078,41.990002,26.04174
5/19/2004,40.327896,27.152136,32.31834,41.689999,25.895102
5/20/2004,40.372066,27.278519,32.131649,40.98,25.859695
5/21/2004,40.556114,27.167004,32.266064,41.169998,25.884985
5/24/2004,40.482491,27.367741,32.676762,41.630001,26.046791
5/25/2004,40.850578,27.761795,32.953053,43.619999,27.118805
5/26/2004,40.695984,27.836151,32.594631,44.689999,27.219936
5/27/2004,41.203957,28.304533,33.162151,47.619999,26.997442
5/28/2004,41.027264,28.178133,33.378689,48.5,26.678873
6/1/2004,40.813778,28.356586,33.050114,50.23,26.967108
6/2/2004,41.4837,28.832413,33.886463,50.349998,27.037895
6/3/2004,41.667744,29.181858,33.871525,49.400002,26.299627
6/4/2004,41.660378,29.033159,33.759521,50.950001,26.446266
6/7/2004,42.330311,29.248768,34.259819,51.759998,26.825512
6/8/2004,42.462822,29.776644,34.498775,51.939999,27.078356
6/9/2004,41.984303,30.245045,34.073135,50.240002,27.118805
6/10/2004,42.109444,30.94392,34.162746,49.939999,27.053062
6/14/2004,41.505783,30.453222,34.162746,49.25,26.825512
6/15/2004,41.748714,30.832401,34.506245,50.110001,26.840687
6/16/2004,41.314388,30.899305,34.349426,50.57,26.314796
6/17/2004,41.115608,30.929047,34.491306,49.77,26.269285
6/18/2004,40.946274,31.241304,34.341965,49.599998,26.051855
6/21/2004,40.438316,31.092609,34.670525,49.77,25.890055
6/22/2004,39.797848,31.33053,33.722191,49,25.940607
6/23/2004,39.422401,31.888144,34.215012,50.810001,26.163095
6/24/2004,39.127934,31.605614,33.938728,51.02,26.597977
6/25/2004,38.656773,31.092609,33.191998,51.799999,26.50695
6/28/2004,38.619953,31.1744,32.885849,53.389999,26.158051
6/29/2004,38.266605,30.482969,31.579086,53.709999,25.637197
6/30/2004,38.649399,30.616766,31.713484,54.400002,25.657433
7/1/2004,38.104633,30.386295,31.54921,52.560001,25.151775
7/2/2004,38.229782,30.245045,31.175833,52.59,24.979359
7/6/2004,38.340206,30.326815,30.795019,51.240002,24.832277
7/7/2004,38.516895,30.765486,30.981689,51,25.440907
7/8/2004,38.41383,29.858438,30.466448,49.5,24.730837
7/9/2004,38.104633,29.888161,30.8174,48.32,24.766336
7/12/2004,38.435921,30.349123,31.62389,49.049999,24.898214
7/13/2004,39.024849,30.676264,32.587154,49.599998,25.106161
7/14/2004,38.70829,30.371429,31.818024,49.5,24.943863
7/15/2004,38.524261,30.46809,31.810547,48.669998,24.796774
7/16/2004,38.759834,30.200428,31.661211,47.099998,24.127272
7/19/2004,38.91444,30.230171,31.91511,46.02,23.488205
7/20/2004,39.201546,30.497831,32.490063,46.990002,24.177994
7/21/2004,39.105839,30.669262,32.109257,44.759998,24.152632
7/22/2004,38.951241,30.475466,32.198845,45.82,24.183058
7/23/2004,39.135281,30.311502,32.729023,39.98,23.893955
7/26/2004,38.759834,29.9314,31.937494,38.779999,23.356335
7/27/2004,39.680061,30.795937,33.05759,39.110001,24.041052
7/28/2004,39.687412,30.713964,32.878372,37.970001,23.817883
7/29/2004,39.370861,31.153692,33.102398,38.580002,24.167843
7/30/2004,39.024849,30.341311,32.557281,38.919998,24.426521
8/2/2004,39.149998,30.631977,32.77383,38.299999,24.604038
8/3/2004,38.921787,30.341311,32.445274,37.610001,23.838175
8/4/2004,39.164722,30.669262,32.206314,37.119999,23.670792
8/5/2004,38.31813,30.251886,31.1833,35.610001,23.148386
8/6/2004,37.788086,29.618374,30.473919,35.490002,22.76292
8/9/2004,37.81752,29.953747,30.68301,35.32,22.732485
8/10/2004,38.362301,30.460566,30.660597,37.099998,22.899866
8/11/2004,38.008926,30.177349,30.182695,36.560001,22.620893
8/12/2004,38.759834,30.177349,31.287849,36.290001,22.453526
8/13/2004,39.311977,30.356211,32.064438,36.130001,22.625977
8/16/2004,39.974522,30.423292,32.788769,37.950001,23.579502
8/17/2004,40.467773,30.788494,32.841034,38.23,23.995398
8/18/2004,40.187359,31.049356,32.998146,39.360001,24.254068
8/19/2004,40.482533,31.563616,32.848522,38.630001,24.588823
8/20/2004,40.327557,31.600876,32.773708,39.509998,24.715614
8/23/2004,39.700333,31.168594,32.721359,39.450001,24.649683
8/24/2004,39.744602,31.369829,33.162724,39.049999,24.771412
8/25/2004,39.921703,31.332571,33.499363,40.299999,24.948929
8/26/2004,39.759377,31.615788,33.417068,40.189999,25.106161
8/27/2004,39.523216,31.340027,33.619053,39.900002,24.563454
8/30/2004,39.257565,31.146244,33.469433,38.310001,24.198275
8/31/2004,38.866467,30.684156,33.349754,38.139999,23.594719
9/1/2004,38.836952,30.430748,33.634014,38.240002,23.711374
9/2/2004,39.198547,30.117729,34.210033,39.18,24.852566
9/3/2004,39.294468,30.259321,34.359646,38.740002,24.882988
9/7/2004,39.323986,30.266785,34.599045,38.509998,25.131519
9/8/2004,39.169014,29.901588,34.269897,38.009998,24.877926
9/9/2004,38.792683,29.804699,33.791107,38.07,24.837353
9/10/2004,39.442047,30.214617,34.277363,38.57,25.587992
9/13/2004,39.368256,30.669262,34.599045,40.009998,25.816231
9/14/2004,39.272335,30.870478,34.56913,42.669998,25.506842
9/15/2004,39.043575,30.863028,34.105312,42.209999,26.683537
9/16/2004,38.940273,30.982271,33.92577,42.57,27.200876
9/17/2004,38.726276,30.75124,33.903332,42.959999,27.074074
9/20/2004,38.519638,30.564899,33.948215,43.27,27.124796
9/21/2004,38.563923,30.863028,34.157677,43.290001,27.4139
9/22/2004,38.128536,30.542551,33.948215,41.380001,27.124796
9/23/2004,38.770542,30.371132,33.783642,41.830002,27.205936
9/24/2004,38.969769,30.818306,34.576603,40.939999,27.216087
9/27/2004,38.755779,30.706507,34.225002,39.93,27.084208
9/28/2004,38.947659,30.781044,34.284851,39.43,27.140005
9/29/2004,39.109985,31.146244,34.269897,40.84,27.895731
9/30/2004,39.257565,30.937563,33.850956,40.860001,27.51026
10/1/2004,39.205917,31.518898,34.000576,40.470001,27.763866
10/4/2004,39.338741,32.27166,34.928196,41.009998,27.964777
10/5/2004,39.41254,32.092766,34.801022,40.959999,27.807058
10/6/2004,39.833153,31.995888,35.234917,41.360001,27.985125
10/7/2004,39.51585,33.277794,35.257366,41.150002,27.974951
10/8/2004,38.999302,33.307617,35.406975,40,27.603569
10/11/2004,39.036201,33.464153,35.728661,40.150002,28.025822
10/12/2004,39.050949,33.784615,35.489273,40.220001,27.974951
10/13/2004,38.777931,33.851692,34.913246,39.98,28.061428
10/14/2004,38.44585,33.844238,34.426979,39.099998,28.239489
10/15/2004,38.763176,33.985851,35.077816,38.549999,28.839779
10/18/2004,39.050949,34.380852,35.721176,39.27,29.216238
10/19/2004,38.873856,34.440468,36.252316,38.330002,28.748205
10/20/2004,38.726276,34.626808,36.035381,38.349998,28.41753
10/21/2004,38.453232,34.671524,35.983009,39.470001,29.048361
10/22/2004,38.364677,34.082737,35.691254,34.599998,28.946619
10/25/2004,38.593445,34.276508,35.781029,33.970001,28.96697
10/26/2004,38.977169,35.170876,36.252316,33.830002,29.506214
10/27/2004,39.641281,35.849106,36.992928,34.23,30.126865
10/28/2004,39.840527,35.93108,37.404369,34.450001,30.248957
10/29/2004,39.788868,35.729858,37.419338,34.130001,30.126865
11/1/2004,39.737228,35.878929,37.755978,35.099998,30.376139
11/2/2004,39.958603,36.169582,37.778419,36.240002,30.096342
11/3/2004,40.202114,36.251751,37.681164,35.919998,30.447372
11/4/2004,41.515621,36.908958,38.399334,36.91,31.464811
11/5/2004,41.670586,37.006046,38.773373,36.560001,31.230801
11/8/2004,41.714859,36.729717,38.5714,37.32,31.012043
11/9/2004,41.559902,36.595291,38.219788,37.400002,30.289652
11/10/2004,41.360649,36.520622,38.06271,38.09,30.371046
11/11/2004,41.781265,36.36377,37.980396,38.830002,30.41684
11/12/2004,41.951004,36.684906,38.915516,40.459999,30.386316
11/15/2004,42.578236,37.147945,39.222225,40.889999,31.357985
11/16/2004,41.980507,36.318947,38.496578,40.07,30.818731
11/17/2004,41.500847,36.572887,38.226837,39.900002,31.154499
11/18/2004,41.17617,36.109856,38.661407,40.369999,31.541124
11/19/2004,40.770325,35.460072,38.429161,38.549999,30.701725
11/22/2004,41.087616,36.520622,38.361729,38.049999,30.014933
11/23/2004,41.065475,37.110607,38.736351,38.310001,30.065811
11/24/2004,40.954796,37.035919,38.938644,38.75,30.050566
11/26/2004,40.82198,37.073261,39.118469,39.09,29.974251
11/29/2004,39.220688,36.916439,38.886185,38.939999,29.394289
11/30/2004,38.416351,36.296558,38.376709,39.68,28.682076
12/1/2004,38.977169,37.065792,38.908684,39.98,28.972063
12/2/2004,39.109985,36.737186,39.260818,40.169998,29.119574
12/3/2004,39.058342,35.788692,38.736351,40.09,28.91609
12/6/2004,38.755779,36.057545,38.294296,39.490002,28.687157
12/7/2004,38.741028,35.893257,38.121975,38.200001,28.412445
12/8/2004,38.748413,36.520622,38.706379,38.720001,29.05345
12/9/2004,38.940273,35.923134,38.901169,39.82,29.465511
12/10/2004,38.896004,35.489952,38.736351,39.049999,28.905916
12/13/2004,39.073093,35.161358,38.593983,39.830002,28.534546
12/14/2004,39.486328,35.796173,38.908684,40.439999,28.509113
12/15/2004,39.227413,36.117306,38.811279,41,29.943714
12/16/2004,39.020294,35.811096,38.354229,40.049999,29.506214
12/17/2004,38.480305,35.691605,37.859715,40.009998,28.768553
12/20/2004,38.613449,35.661736,37.86721,38.950001,28.905916
12/21/2004,38.90934,35.826038,37.912167,39.389999,29.226412
12/22/2004,39.183044,35.706554,37.957123,39.52,29.501133
12/23/2004,38.872368,35.475021,37.83725,38.93,29.470608
12/27/2004,39.049896,35.445141,38.444134,42.25,29.506214
12/28/2004,39.375366,35.923134,38.856224,44.630001,29.882675
12/29/2004,39.530712,36.3787,38.736351,44.82,30.243868
12/30/2004,39.249615,36.184528,39.036037,44.970001,30.320185
12/31/2004,39.07209,36.154655,38.908684,44.290001,30.228605
1/3/2005,39.464134,35.773758,38.811279,44.52,30.241331
1/4/2005,39.367981,35.13147,38.391693,42.139999,29.435303
1/5/2005,39.419743,35.265911,38.421661,41.77,29.613848
1/6/2005,39.981934,35.773758,36.33873,41.049999,28.312992
1/7/2005,39.93755,35.467552,36.728336,42.32,28.139528
1/10/2005,39.737823,35.534771,37.222858,41.84,28.542553
1/11/2005,39.64167,35.340584,36.870701,41.639999,28.66498
1/12/2005,40.004147,35.497425,37.267818,42.299999,28.930248
1/13/2005,39.678661,35.654266,36.900681,42.599998,28.894545
1/14/2005,39.93755,36.050091,37.275311,44.549999,29.292459
1/18/2005,40.307411,36.699841,37.61245,44.580002,29.450605
1/19/2005,39.782207,36.117306,37.417664,43.959999,29.256752
1/20/2005,39.478931,35.691605,37.425152,42.360001,28.542553
1/21/2005,39.212624,34.735664,36.788284,41.16,28.46603
1/24/2005,39.257011,34.66843,36.458614,40.380001,28.139528
1/25/2005,39.412365,35.161358,36.780796,40.939999,27.563076
1/26/2005,39.412365,35.370468,37.83725,41.34,28.394602
1/27/2005,39.264412,35.273376,37.582504,42.310001,27.976276
1/28/2005,38.783607,35.318176,37.080502,42.220001,27.49675
1/31/2005,38.761402,35.303249,38.039536,43.220001,27.440639
2/1/2005,38.916737,35.071712,37.987095,42.48,28.226257
2/2/2005,39.249615,35.228573,38.444134,41.880001,28.006903
2/3/2005,39.515919,34.631096,38.766315,35.75,28.216047
2/4/2005,39.545517,34.563736,38.601475,35.720001,28.517044
2/7/2005,39.582493,34.503853,38.489094,35.689999,28.338491
2/8/2005,39.353172,34.339195,37.942127,36.299999,28.272167
2/9/2005,38.85017,34.06226,37.237831,35.889999,27.695711
2/10/2005,38.657841,34.324219,36.758331,35.779999,27.736515
2/11/2005,38.539482,34.758324,36.885693,35.779999,27.726316
2/14/2005,38.576473,34.810734,37.237831,36.029999,27.894659
2/15/2005,38.983315,35.17746,37.327751,36.139999,28.312992
2/16/2005,38.90934,35.132538,36.824951,35.66,28.103823
2/17/2005,38.983315,34.503853,37.642952,35.689999,28.0222
2/18/2005,38.998116,34.279297,37.98814,35.310001,27.466145
2/22/2005,38.465515,33.979923,37.515358,34.720001,26.415249
2/23/2005,38.169621,34.167049,38.273338,34.139999,26.430548
2/24/2005,38.066055,34.833179,38.378395,34.689999,26.221399
2/25/2005,38.088257,34.855618,38.550999,34.990002,26.369337
2/28/2005,38.177017,34.870575,38.138248,35.18,27.557974
3/1/2005,38.495113,34.960415,38.513474,35.389999,27.792637
3/2/2005,38.428528,33.695511,38.926224,35.5,27.501852
3/3/2005,39.101681,33.530861,39.39901,35.650002,26.731535
3/4/2005,39.279209,33.500916,39.316467,35.849998,27.139654
3/7/2005,39.042507,33.336269,39.301456,36.32,27.292692
3/8/2005,38.776196,34.473915,39.211395,35.830002,27.042723
3/9/2005,38.798382,34.137115,39.038795,35.400002,27.11414
3/10/2005,38.576473,33.493446,39.241425,34.91,26.828466
3/11/2005,38.169621,33.635632,38.836174,34.75,26.655016
3/14/2005,37.947704,34.174534,39.136349,34.599998,26.991711
3/15/2005,37.747982,33.920055,38.986263,34.18,26.333628
3/16/2005,38.081852,33.418587,38.596016,33.869999,26.343824
3/17/2005,38.823734,33.04435,38.596016,33.970001,26.236702
3/18/2005,38.170868,32.707554,38.093201,34.16,26.241802
3/21/2005,37.963135,32.355778,37.733002,33.669998,26.206083
3/22/2005,37.762817,32.505474,37.853073,33.150002,26.277502
3/23/2005,37.577328,32.722523,37.590408,33.18,26.216286
3/24/2005,37.58477,32.63271,37.590408,32.880001,26.394842
3/28/2005,37.82959,33.268902,37.87558,33.389999,27.001905
3/29/2005,37.666378,33.261414,37.710487,33.43,26.72134
3/30/2005,37.718315,33.673077,38.123238,34.32,27.200867
3/31/2005,37.17672,33.066814,37.537876,34.27,27.552879
4/1/2005,36.345791,32.774914,37.072609,34.009998,25.813276
4/4/2005,36.657383,33.800301,37.335262,35,25.440868
4/5/2005,36.850269,34.698452,37.83807,35.279999,25.650036
4/6/2005,36.724159,34.63858,37.500362,34.82,26.02244
4/7/2005,36.279026,35.102615,38.078213,34.900002,26.088753
4/8/2005,36.034195,34.563736,37.560406,34.599998,25.726553
4/11/2005,35.989681,34.653542,37.335262,34.599998,26.037741
4/12/2005,36.078712,34.720905,37.823055,34.630001,26.282612
4/13/2005,36.034195,34.249374,37.320255,34.299999,25.940809
4/14/2005,35.581615,33.994911,36.764912,33.970001,25.292929
4/15/2005,35.388733,33.575771,36.021957,33.02,24.844002
4/18/2005,35.522285,33.156647,36.487236,33,25.179241
4/19/2005,35.314548,32.849773,35.939411,32.779999,25.184366
4/20/2005,35.129066,32.250999,35.158936,33.25,24.810698
4/21/2005,35.448093,32.94706,35.909382,33.73,25.066639
4/22/2005,34.728443,30.065508,34.993832,33.040001,24.918188
4/25/2005,34.884232,31.016056,35.286526,33.529999,25.271385
4/26/2005,34.869404,31.128323,34.948799,32.709999,25.184366
4/27/2005,35.084549,31.008551,35.196457,31.719999,25.706476
4/28/2005,34.906506,30.1628,35.158936,32.52,25.36352
4/29/2005,34.973263,30.409796,34.828735,32.360001,25.767908
5/2/2005,35.462917,30.888802,35.421589,33.099998,25.829329
5/3/2005,35.908054,31.46513,35.233974,33.209999,25.952177
5/4/2005,35.945168,32.166836,34.731163,33.959999,26.320728
5/5/2005,36.034195,32.084297,35.481625,33.959999,26.377031
5/6/2005,36.323521,32.181866,35.173935,34.52,26.377031
5/9/2005,36.538685,32.527088,35.729279,34.639999,26.63298
5/10/2005,36.14547,32.234398,35.654221,34.23,26.65346
5/11/2005,36.05645,32.256927,36.172047,33.82,26.556196
5/12/2005,35.351643,31.874142,36.622326,33.849998,25.967535
5/13/2005,34.965851,31.551434,36.389687,33.900002,25.645054
5/16/2005,35.032619,32.45953,37.147636,34.540001,26.469175
5/17/2005,34.869404,32.872334,37.778023,34.73,27.185799
5/18/2005,35.412731,33.690384,39.100937,35.330002,27.89732
5/19/2005,35.360626,33.735416,39.589493,35.59,27.738626
5/20/2005,35.115013,33.74292,39.003212,35.5,27.825659
5/23/2005,35.613674,33.405186,39.191135,35.68,28.040632
5/24/2005,35.464813,33.427708,39.724792,35.540001,27.948507
5/25/2005,35.20433,34.088154,39.769894,35.25,27.718164
5/26/2005,35.211773,34.140701,40.085598,35.450001,28.08671
5/27/2005,35.181988,33.998081,40.213364,35.5,28.076464
5/31/2005,35.152225,34.058125,40.36372,35.509998,27.861486
6/1/2005,35.665779,34.193218,40.461418,36.5,28.818699
6/2/2005,35.88905,34.988758,41.077782,36.41,29.284506
6/3/2005,35.241539,34.613506,40.529068,35.59,29.095104
6/6/2005,35.524361,34.358334,40.544098,35.77,29.422716
6/7/2005,35.546696,34.395859,40.747055,35.349998,30.185408
6/8/2005,35.405281,34.290791,40.514053,34.830002,29.816856
6/9/2005,35.591347,34.403362,40.536594,35.200001,30.072794
6/10/2005,35.710434,34.380848,40.250954,34.950001,30.175177
6/13/2005,35.93372,34.320808,40.085598,34.869999,30.262196
6/14/2005,36.975704,34.778629,41.002609,35.040001,34.705292
6/15/2005,37.102242,34.666031,41.340847,35.240002,35.478214
6/16/2005,36.730095,34.515949,41.010132,35.580002,35.048241
6/17/2005,36.417496,34.966232,40.9049,35.310001,34.981697
6/20/2005,36.365395,34.793621,41.265678,35.689999,34.920269
6/21/2005,36.119774,34.448399,41.152946,35.380001,34.935631
6/22/2005,36.313297,34.12566,42.039906,35.220001,35.073837
6/23/2005,35.636005,33.630341,41.363392,35.43,34.828133
6/24/2005,35.25642,33.712894,40.641819,35.02,34.741108
6/27/2005,35.36808,33.55529,41.130394,34.5,34.648991
6/28/2005,36.045372,34.065628,41.844471,33.709999,35.406555
6/29/2005,36.127224,33.915539,41.265678,33.349998,35.396305
6/30/2005,35.87418,33.570293,40.897381,33.09,35.173084
7/1/2005,35.93372,33.720406,41.010132,32.91,35.291092
7/5/2005,37.065025,34.0131,42.122585,34.080002,36.307037
7/6/2005,36.752419,34.043129,41.761776,34.060001,36.322422
7/7/2005,36.849186,33.840481,42.408192,33.959999,36.209549
7/8/2005,37.13945,34.185711,42.791538,34.740002,37.338364
7/11/2005,37.065025,34.253258,43.00201,35.59,37.774498
7/12/2005,37.280853,34.658535,43.791237,36.310001,38.323528
7/13/2005,37.318073,34.365837,43.498085,36.509998,38.174717
7/14/2005,37.593456,34.493427,43.88895,37.189999,38.482586
7/15/2005,37.399948,34.861172,44.121971,37.150002,38.939251
7/18/2005,37.20644,34.82365,44.347473,37.189999,38.85714
7/19/2005,37.035248,34.786121,44.768383,38.169998,39.190655
7/20/2005,37.213875,34.590988,45.084087,38.169998,38.887939
7/21/2005,36.759872,34.12566,43.768692,37.950001,37.902786
7/22/2005,36.871498,34.485924,44.422626,37.950001,38.436394
7/25/2005,36.804531,34.463406,44.137005,37.950001,37.769379
7/26/2005,36.864056,34.523434,44.370014,37.740002,38.42614
7/27/2005,37.065025,34.598484,44.610538,43.650002,39.965443
7/28/2005,37.079903,34.921219,44.82851,45.68,40.263035
7/29/2005,36.730095,34.500923,44.159546,45.150002,39.303528
8/1/2005,36.864056,34.260773,43.445477,44.93,39.857685
8/2/2005,37.065025,34.058125,43.325211,46.509998,39.606266
8/3/2005,36.975704,33.444908,43.347775,46.110001,39.92952
8/4/2005,36.685432,33.294434,42.160164,45.459999,39.429249
8/5/2005,36.707764,32.858017,41.694138,45.27,38.790447
8/8/2005,36.581261,32.579636,41.378445,45.66,37.951523
8/9/2005,36.633343,32.504395,41.65654,45.93,38.328648
8/10/2005,36.350517,31.955118,41.746761,44.759998,37.889938
8/11/2005,36.432381,32.195911,41.82943,45.209999,37.466652
8/12/2005,36.246315,32.218468,42.528465,44.200001,38.182423
8/15/2005,36.544018,32.346375,42.956909,45.040001,38.905884
8/16/2005,35.405281,32.150757,41.874519,44.27,37.789886
8/17/2005,35.173828,32.850494,42.168205,44.119999,37.782185
8/18/2005,35.270882,33.091278,42.281147,43.73,37.482037
8/19/2005,34.778114,33.301945,41.671211,43.720001,36.673889
8/22/2005,34.845303,33.279381,42.273628,43.77,36.519958
8/23/2005,34.598915,32.842964,42.243496,43.419998,36.150539
8/24/2005,34.009083,32.602222,41.979946,42.369999,34.972961
8/25/2005,33.814957,32.662392,42.17572,42.310001,35.981213
8/26/2005,34.121071,32.444187,41.927238,42.369999,35.411663
8/29/2005,34.083736,32.662392,41.957359,42.790001,35.673359
8/30/2005,33.740295,32.384007,40.767609,42.490002,35.981213
8/31/2005,33.568569,32.654873,40.47393,42.700001,36.681599
9/1/2005,33.598431,32.489346,39.743526,41.84,36.158226
9/2/2005,33.262447,32.4743,40.029675,41.509998,35.496326
9/6/2005,34.113602,32.504395,40.632065,43.619999,36.335243
9/7/2005,34.240543,32.587158,40.767609,43.73,36.758564
9/8/2005,34.240543,32.384007,40.699841,42.959999,36.804733
9/9/2005,34.262932,32.384007,40.963387,42.950001,37.551304
9/12/2005,34.262932,33.046131,41.731453,44.5,38.759651
9/13/2005,33.650696,32.752693,40.805256,43.93,34.472706
9/14/2005,33.374447,32.4743,39.720932,43.099998,34.526577
9/15/2005,33.090721,32.308765,39.735992,42.709999,34.095554
9/16/2005,32.754723,32.496864,40.135094,42.799999,33.99551
9/19/2005,32.859268,31.789602,39.329361,42.75,32.510082
9/20/2005,32.261948,31.11994,38.282696,41.869999,31.948242
9/21/2005,31.724382,31.210238,38.29023,41.25,31.555714
9/22/2005,32.247021,32.391537,39.607983,42.080002,32.479298
9/23/2005,32.254505,32.218468,39.600456,42.189999,33.033447
9/26/2005,32.187294,32.180862,39.668232,43.34,33.602997
9/27/2005,32.179836,32.459248,39.705875,43.16,33.687645
9/28/2005,32.20224,31.917513,38.674259,43.369999,33.195087
9/29/2005,32.508347,32.060463,38.779678,44.790001,33.187382
9/30/2005,32.717419,32.421616,39.103474,45.299999,33.565208
10/3/2005,32.672611,32.233509,39.020645,46.009998,32.886658
10/4/2005,32.739807,32.331345,39.231483,44.93,32.262074
10/5/2005,32.478474,32.28619,38.583912,44.490002,31.560389
10/6/2005,32.799541,33.798542,39.171253,44.009998,32.678474
10/7/2005,32.874199,34.34029,39.735992,43.720001,32.840385
10/10/2005,33.254993,34.34029,39.321827,43.759998,32.2775
10/11/2005,33.613361,34.25,39.148651,43.400002,32.578213
10/12/2005,33.553631,34.046837,38.742031,42.549999,31.614372
10/13/2005,33.419231,34.137142,39.419724,42.619999,32.200401
10/14/2005,33.628296,34.957268,40.278156,43.790001,33.38015
10/17/2005,33.777622,35.070118,40.104973,45.02,33.218216
10/18/2005,33.695503,34.844406,40.074844,44.650002,32.508823
10/19/2005,34.337605,35.942932,42.168205,45.860001,33.079437
10/20/2005,34.046406,35.845116,41.987476,45.009998,33.835091
10/21/2005,34.13599,35.935413,41.144108,45.950001,33.927624
10/24/2005,34.501862,36.266472,41.580856,46.93,34.968575
10/25/2005,33.889618,36.055794,40.699841,46.169998,34.344013
10/26/2005,34.031479,35.438816,40.556767,39.75,33.696285
10/27/2005,33.404305,34.8745,39.532669,39.060001,32.701603
10/28/2005,33.971752,35.619396,41.046207,38.950001,32.878948
10/31/2005,35.323162,36.394394,41.93478,39.860001,34.128094
11/1/2005,35.084236,36.213791,41.641098,40.369999,34.274605
11/2/2005,35.509808,36.499733,42.898624,40.75,35.539169
11/3/2005,35.427673,36.620113,42.770603,41.560001,36.780621
11/4/2005,35.606861,36.9286,43.229939,41.09,37.459164
11/7/2005,35.87566,37.327374,43.516071,41.389999,37.328087
11/8/2005,35.54715,36.823273,42.838367,41.950001,36.086655
11/9/2005,35.987656,36.605068,42.589893,41.400002,35.878445
11/10/2005,36.61483,37.665966,44.314251,42.18,36.610985
11/11/2005,36.584949,37.726162,44.013058,42.68,36.271706
11/14/2005,36.808956,37.47036,43.997997,42.529999,35.855331
11/15/2005,36.4207,37.056496,40.888096,44.450001,33.842804
11/16/2005,36.495358,37.105537,41.121952,45.299999,34.613888
11/17/2005,36.76416,37.573116,41.793362,46.740002,34.906906
11/18/2005,36.958275,37.565586,41.65757,47.98,35.400391
11/21/2005,37.047867,37.256367,41.431252,47.990002,36.279434
11/22/2005,37.480911,37.143238,41.544422,48.849998,37.135319
11/23/2005,37.757175,38.131222,41.567043,48.240002,37.783028
11/25/2005,37.697441,38.146305,41.665115,48.060001,39.039894
11/28/2005,37.331596,37.897427,41.28038,48.349998,38.662067
11/29/2005,36.59243,38.274509,40.737221,48.549999,37.590256
11/30/2005,36.256443,37.671173,40.367558,48.459999,37.197002
12/1/2005,35.860718,36.79631,40.586338,49,37.543995
12/2/2005,35.815929,37.211117,40.631599,49.060001,37.66737
12/5/2005,35.196209,37.399658,39.688602,48.830002,37.960384
12/6/2005,35.554596,37.015041,40.133694,49.259998,38.029778
12/7/2005,35.651661,37.218658,40.050713,48.830002,37.744473
12/8/2005,35.614346,36.419224,39.756493,48.349998,38.554104
12/9/2005,35.898071,36.615311,40.586338,48.740002,38.677471
12/12/2005,36.346039,36.713367,40.827724,49.07,38.43074
12/13/2005,36.935879,36.668091,41.159672,49.5,33.881351
12/14/2005,37.078171,37.120617,41.114403,49.41,34.459671
12/15/2005,36.890953,37.339336,41.152122,49.48,34.598465
12/16/2005,36.898426,36.766155,40.488255,49.209999,34.66785
12/19/2005,36.666283,36.698277,39.831936,48.369999,33.703995
12/20/2005,36.396656,37.120617,40.759846,48.139999,34.012432
12/21/2005,36.434116,37.565586,41.114403,48.970001,33.503525
12/22/2005,36.396656,37.588192,41.453884,49.220001,33.349297
12/23/2005,36.201958,37.69379,41.876347,49.220001,34.158932
12/27/2005,35.74511,37.535412,41.92915,48.560001,33.688572
12/28/2005,35.827511,37.791824,41.906521,48.060001,33.696285
12/29/2005,35.557899,37.686249,41.672657,47.990002,33.943497
12/30/2005,35.048641,37.309166,41.468964,47.150002,33.588146
1/3/2006,34.621765,37.648533,41.28038,47.580002,34.553764
1/4/2006,34.689175,37.769203,41.227558,47.25,34.028461
1/5/2006,34.217365,37.542957,41.106876,47.650002,33.603592
1/6/2006,34.35965,37.595753,40.986149,47.869999,36.345947
1/9/2006,34.232342,37.746582,41.038971,47.080002,36.925331
1/10/2006,34.344673,37.708862,40.993698,45.650002,37.280659
1/11/2006,34.876389,38.229252,40.993698,44.93,37.257481
1/12/2006,34.254818,38.259422,40.684402,44.360001,36.956238
1/13/2006,34.000175,38.463036,41.023872,44.400002,36.971668
1/17/2006,33.663162,38.161369,40.812653,44,37.103012
1/18/2006,33.835438,38.266956,40.69194,44.32,37.520153
1/19/2006,34.299725,38.153835,41.054062,44.450001,37.798241
1/20/2006,33.700611,37.47506,40.420364,43.919998,37.705559
1/23/2006,33.887848,37.052719,39.794212,43.73,37.620575
1/24/2006,34.239807,37.369488,40.925816,44.02,37.419724
1/25/2006,34.427052,37.663624,41.340729,43.599998,37.628296
